0	autre	autre
1	autre	autre
2	cine	cine
3	autre	autre
4	autre	autre
5	autre	autre
6	autre	autre
7	autre	autre
8	autre	autre
9	autre	autre
10	autre	autre
11	autre	autre
12	autre	autre
13	autre	autre
14	autre	autre
15	autre	autre
16	autre	autre
17	autre	autre
18	autre	autre
19	autre	autre
20	autre	autre
21	autre	autre
22	autre	autre
23	autre	autre
24	autre	autre
25	autre	autre
26	autre	autre
27	autre	autre
28	autre	autre
29	autre	autre
30	autre	autre
31	autre	autre
32	autre	autre
33	autre	autre
34	autre	autre
35	autre	autre
36	autre	autre
37	autre	autre
38	autre	autre
39	autre	autre
40	autre	autre
41	autre	autre
42	autre	autre
43	critique_a	critique_a
44	autre	critique_a
45	critique_a	critique
46	critique_a	critique
47	autre	autre
48	autre	autre
49	autre	autre
50	autre	autre
51	autre	autre
52	autre	autre
53	autre	autre
54	autre	autre
55	autre	autre
56	autre	autre
57	autre	autre
58	autre	autre
59	autre	autre
60	cine	critique
61	autre	autre
62	autre	autre
63	autre	autre
64	autre	autre
65	autre	autre
66	autre	autre
67	autre	autre
68	autre	autre
69	autre	autre
70	autre	autre
71	autre	autre
72	autre	autre
73	autre	autre
74	autre	autre
75	autre	autre
76	autre	autre
77	autre	autre
78	autre	autre
79	autre	autre
80	autre	autre
81	autre	autre
82	autre	autre
83	autre	autre
84	autre	autre
85	autre	autre
86	autre	autre
87	autre	autre
88	autre	autre
89	autre	autre
90	autre	autre
91	autre	autre
92	autre	autre
93	autre	autre
94	autre	autre
95	autre	autre
96	autre	autre
97	autre	autre
98	autre	autre
99	autre	autre
100	autre	autre
101	autre	autre
102	autre	autre
103	autre	autre
104	autre	autre
105	autre	critique_a
106	autre	autre
107	autre	autre
108	autre	autre
109	autre	autre
110	autre	autre
111	autre	autre
112	autre	autre
113	autre	autre
114	autre	autre
115	autre	autre
116	autre	autre
117	autre	autre
118	autre	autre
119	autre	autre
120	autre	autre
121	autre	autre
122	autre	autre
123	autre	autre
124	autre	autre
125	autre	autre
126	autre	autre
127	autre	autre
128	autre	autre
129	autre	autre
130	autre	autre
131	autre	autre
132	autre	autre
133	autre	autre
134	autre	autre
135	autre	autre
136	autre	autre
137	autre	autre
138	autre	autre
139	autre	autre
140	autre	autre
141	autre	autre
142	autre	critique_a
143	autre	critique_a
144	autre	autre
145	autre	autre
146	autre	autre
147	autre	autre
148	autre	autre
149	autre	autre
150	autre	autre
151	autre	autre
152	autre	autre
153	autre	autre
154	autre	autre
155	autre	autre
156	autre	autre
157	autre	autre
158	autre	autre
159	autre	autre
160	autre	autre
161	autre	autre
162	autre	autre
163	autre	autre
164	autre	autre
165	autre	autre
166	autre	autre
167	autre	autre
168	autre	autre
169	autre	autre
170	autre	autre
171	autre	autre
172	autre	autre
173	autre	autre
174	autre	autre
175	autre	autre
176	autre	autre
177	autre	autre
178	autre	autre
179	autre	autre
180	autre	autre
181	autre	autre
182	autre	autre
183	autre	autre
184	autre	autre
185	autre	autre
186	autre	autre
187	autre	autre
188	autre	autre
189	autre	autre
190	autre	autre
191	autre	autre
192	autre	autre
193	autre	autre
194	autre	autre
195	autre	autre
196	autre	autre
197	autre	autre
198	cine	cine
199	autre	autre
200	autre	autre
201	autre	autre
202	autre	autre
203	cine	cine
204	autre	autre
205	autre	autre
206	autre	autre
207	autre	autre
208	autre	autre
209	autre	autre
210	autre	autre
211	autre	autre
212	autre	autre
213	autre	autre
214	autre	autre
215	autre	autre
216	autre	autre
217	autre	autre
218	autre	autre
219	critique	critique
220	critique	critique
221	autre	autre
222	critique	critique
223	autre	autre
224	autre	autre
225	autre	autre
226	autre	autre
227	autre	autre
228	autre	autre
229	autre	autre
230	autre	autre
231	autre	autre
232	autre	autre
233	autre	autre
234	autre	autre
235	cine	critique
236	autre	autre
237	autre	autre
238	autre	autre
239	autre	autre
240	autre	autre
241	autre	autre
242	autre	autre
243	autre	autre
244	autre	autre
245	autre	autre
246	autre	autre
247	autre	autre
248	autre	autre
249	autre	autre
250	autre	autre
251	autre	autre
252	autre	autre
253	autre	autre
254	autre	autre
255	autre	autre
256	autre	autre
257	autre	autre
258	autre	autre
259	autre	autre
260	autre	autre
261	autre	autre
262	autre	autre
263	autre	autre
264	autre	cine
265	autre	cine
266	autre	autre
267	autre	autre
268	autre	autre
269	autre	autre
270	autre	autre
271	cine	critique
272	critique_a	critique_a
273	cine	cine
274	autre	autre
275	autre	autre
276	autre	cine
277	autre	autre
278	autre	autre
279	critique	critique
280	critique	critique
281	cine	cine
282	critique	critique
283	critique	critique
284	critique	critique
285	critique	critique
286	autre	cine
287	autre	autre
288	critique	critique
289	critique	critique
290	autre	autre
291	critique	critique
292	critique_a	critique_a
293	critique_a	critique
294	autre	autre
295	autre	critique_a
296	cine	cine
297	cine	cine
298	cine	critique
299	cine	critique
300	autre	cine
301	autre	cine
302	autre	autre
303	autre	autre
304	autre	autre
305	cine	critique
306	autre	autre
307	autre	autre
308	autre	autre
309	autre	autre
310	autre	autre
311	autre	autre
312	autre	autre
313	autre	autre
314	autre	autre
315	autre	autre
316	autre	autre
317	autre	autre
318	autre	autre
319	autre	autre
320	autre	autre
321	autre	autre
322	autre	autre
323	autre	autre
324	autre	autre
325	cine	critique_a
326	autre	autre
327	autre	autre
328	autre	autre
329	autre	autre
330	autre	autre
331	autre	autre
332	autre	autre
333	autre	autre
334	autre	autre
335	autre	autre
336	autre	autre
337	autre	autre
338	autre	autre
339	autre	autre
340	autre	autre
341	autre	autre
342	autre	autre
343	autre	autre
344	autre	autre
345	autre	autre
346	autre	autre
347	autre	cine
348	critique_a	autre
349	autre	autre
350	critique_a	critique_a
351	cine	cine
352	autre	autre
353	autre	autre
354	autre	autre
355	autre	autre
356	autre	autre
357	autre	autre
358	critique	critique
359	autre	autre
360	autre	autre
361	autre	autre
362	autre	autre
363	autre	autre
364	autre	autre
365	autre	autre
366	cine	cine
367	autre	autre
368	autre	autre
369	autre	autre
370	autre	autre
371	autre	autre
372	autre	autre
373	autre	autre
374	autre	autre
375	autre	autre
376	cine	cine
377	autre	autre
378	autre	cine
379	autre	autre
380	autre	autre
381	autre	autre
382	autre	autre
383	autre	autre
384	autre	autre
385	cine	cine
386	autre	autre
387	autre	autre
388	autre	autre
389	autre	autre
390	autre	autre
391	autre	autre
392	autre	autre
393	autre	autre
394	autre	autre
395	autre	autre
396	autre	autre
397	autre	autre
398	autre	cine
399	autre	autre
400	autre	critique
401	autre	autre
402	autre	autre
403	autre	autre
404	autre	autre
405	autre	autre
406	autre	autre
407	autre	autre
408	autre	autre
409	autre	autre
410	autre	autre
411	cine	cine
412	cine	cine
413	autre	autre
414	critique	critique
415	autre	autre
416	autre	autre
417	autre	autre
418	autre	autre
419	cine	cine
420	autre	autre
421	autre	autre
422	autre	autre
423	autre	autre
424	autre	autre
425	autre	autre
426	autre	autre
427	autre	autre
428	autre	autre
429	autre	autre
430	autre	autre
431	autre	autre
432	autre	autre
433	autre	autre
434	autre	autre
435	autre	autre
436	autre	autre
437	autre	autre
438	autre	autre
439	autre	autre
440	autre	autre
441	autre	autre
442	autre	autre
443	critique_a	critique_a
444	autre	autre
445	autre	autre
446	autre	autre
447	autre	autre
448	autre	autre
449	autre	autre
450	autre	autre
451	autre	autre
452	autre	autre
453	autre	autre
454	autre	autre
455	autre	cine
456	autre	autre
457	autre	autre
458	autre	autre
459	cine	cine
460	autre	autre
461	critique	critique
462	autre	autre
463	autre	autre
464	autre	autre
465	autre	autre
466	autre	autre
467	autre	autre
468	autre	autre
469	autre	autre
470	autre	autre
471	autre	autre
472	autre	autre
473	autre	autre
474	autre	autre
475	autre	autre
476	autre	autre
477	cine	cine
478	autre	autre
479	autre	cine
480	autre	autre
481	autre	autre
482	autre	autre
483	autre	autre
484	autre	autre
485	cine	critique
486	autre	autre
487	autre	autre
488	autre	autre
489	autre	autre
490	autre	autre
491	autre	autre
492	autre	autre
493	autre	autre
494	autre	autre
495	autre	autre
496	autre	autre
497	autre	autre
498	autre	autre
499	autre	autre
500	autre	autre
